"Ambit_InchiKey,Original_Entry_ID,Entrez_ID,Activity_Flag,pXC50,DB,Original_Assay_ID,Tax_ID,Gene_Symbol,Ortholog_Group,SMILES"
"RPDHXGXUGMGVAU-UHFFFAOYNA-N,CHEMBL2207488,29253,A,7.04,chembl20,881848,10116,MAOA,2549,N1(CCC(CC1)C2=COC=3C2=CC=CC3)CCC"
"RNBGTWVGLRVGEY-UHFFFAOYNA-N,CHEMBL143316,29253,N,4.38,chembl20,123580,10116,MAOA,2549,O1C=2C(=CC=C(C2)CNC=3C=CC=CC3)C=CC1=O"
"RXMRQMALCRZCOI-UHFFFAOYNA-N,CHEMBL190164,29253,A,5.85,chembl20,305534,10116,MAOA,2549,C1(=C(C=C(C(=C1)OC)SCC)OC)CC(NC)C"
"RRHFSAVFMIWFCE-NSHDSACANA-N,CHEMBL387778,29253,A,6.41,chembl20,436975,10116,MAOA,2549,C=1C=C(C[C@@H](N)C)C=CC1SCCCC"
"RRHFSAVFMIWFCE-NSHDSACANA-N,CHEMBL387778,4128,A,7.66,chembl20,436977,9606,MAOA,2549,C=1C=C(C[C@@H](N)C)C=CC1SCCCC"
"RVOUOPDWADMVBA-UHFFFAOYNA-N,CHEMBL187043,4128,N,4.62,chembl20,304820,9606,MAOA,2549,C=12C(C=3C(=CC(=CC3OC1C=CC(=C2O)O)O)O)=O"
"VDSMOAJRXWDJOF-UHFFFAOYNA-N,CHEMBL189916,29253,N,4.81,chembl20,305534,10116,MAOA,2549,C1(=C(C=C(C(=C1)OC)SC)OC)CC(NC)CC"
"VFPLSXYJYAKZCT-VOTSOKGWNA-N,CHEMBL69011,4128,A,5.18,chembl20,699650,9606,MAOA,2549,C=1C=C(C=CC1)/C=C/C2=CC=C(C=C2)N"
"VFYYWCMVLMGLKX-MWPAXMCQNA-N,CHEMBL3299039,4128,N,4.25,chembl20,1368730,9606,MAOA,2549,C1(C)(C)CC=CC(=C1/C=N/NC(N)=S)C"
"SSGYMCHQKAJEOB-UHFFFAOYNA-N,CHEMBL1830809,4128,N,4.31,chembl20,769477,9606,MAOA,2549,C=1(C=CC=2OC(C(=CC2C1)C(OCC)=O)=O)O"
"SZJUCXKCUAUSSN-UHFFFAOYNA-N,10705194,29253,A,5.4437,pubchem,751626,10116,MAOA,2549,O1C=C2C(C=C(OCC3=CC=CC=C3)C=C2)=C1O"
"SZJUCXKCUAUSSN-UHFFFAOYNA-N,10705194,4128,A,5.92445,pubchem,751624,9606,MAOA,2549,O1C=C2C(C=C(OCC3=CC=CC=C3)C=C2)=C1O"
"SWNAPNLHVDTIHF-UHFFFAOYNA-N,CHEMBL151388,29253,N,3.0,chembl20,122947,10116,MAOA,2549,C(OC=1C=C2C(N)CCCC2=CC1)(N(CC)C)=O"
"SWWDBQCPSWMYHZ-UHFFFAOYNA-N,CHEMBL2048231,29253,A,6.43,chembl20,826182,10116,MAOA,2549,N1(CCC(CC1)C=2C=CC(=CC2)OCCCC)CCC"
"SJUWAMBIKIGZNY-UHFFFAOYNA-N,CHEMBL536951,29253,N,3.2,chembl20,306631,10116,MAOA,2549,C=1(C(OCC2=CC=CC=C2)=CN=CC1OCC)CN"
"SKXYCXFCFWKPRE-UHFFFAOYNA-N,CHEMBL3113640,4128,A,5.2,chembl20,1290768,9606,MAOA,2549,C1(C(=CC=2C=CC=CC2O1)CN3CCCC3)=O"
"SJECPYSZIWUSRD-YAQRNVERNA-N,CHEMBL1823803,4128,N,4.3,chembl20,762553,9606,MAOA,2549,C1=C(C=C(C=C1C)CC=2SC(=NC2O)O)C"
"SLIBJAKSJCMPTI-YHMJCDSINA-N,CHEMBL170635,4128,N,0.58,chembl20,739780,9606,MAOA,2549,C=1(N(C=CC1)C)C(NCC=2C=CC=CC2)=O"
"SLPOZBYDRWPSBE-XWKXFZRBNA-N,CHEMBL1830820,4128,N,4.4,chembl20,769477,9606,MAOA,2549,C1(=CC=2C=C(C(OC2C=C1)=O)C(O)=O)O"
"VRVKOFWAERZEIX-UHFFFAOYNA-N,CHEMBL222672,4128,N,1.3,chembl20,739780,9606,MAOA,2549,N1C(CN(C)CCCC2=CC=CC=C2)=CC=C1"
"UPSFZUUVSOPUCL-UHFFFAOYNA-N,71560038,4128,A,6.73283,pubchem,751624,9606,MAOA,2549,O(CC1CCCCC1)C2=CC=3C(C=C2)=COC3O"
"UPUQYBJFFYMNQK-UHFFFAOYNA-N,CHEMBL239937,29253,N,4.92,chembl20,450264,10116,MAOA,2549,C=12C3=CC=CC=C3NC1C4=C(CC2)C=CC=C4"
"UCRYLELRKLNLOP-YAQRNVERNA-N,CHEMBL171239,4128,N,0.4,chembl20,739780,9606,MAOA,2549,C(C=1NC=CC1)(NCC2=C(F)C=CC=C2)=O"
"UBPZVVRXUMEVQF-UHFFFAOYNA-N,10376837,4128,A,5.77469,pubchem,767289,9606,MAOA,2549,N1(N=C(CC1C2=CC=CC=C2)C=3C=CC=CC3)C"
"UDCMJKJFGCMHHR-UHFFFAOYNA-N,CHEMBL372943,4128,A,7.4,chembl20,332420,9606,MAOA,2549,C=1C=C2C(=CC1OC3C(=O)CCC3)OC(=O)C=C2C"
"TYKHURSBFYCUAT-UHFFFAOYNA-N,CHEMBL185788,4128,A,5.35,chembl20,304820,9606,MAOA,2549,O1C2=C(C=CC(=C2)O)C(C3=C1C(O)=CC=C3)=O"
"SYEHHMRXODULBY-UHFFFAOYNA-N,CHEMBL187801,4128,N,4.52,chembl20,304820,9606,MAOA,2549,C1(C2=C(C(OC)=CC=C2)OC3=C1C=CC=C3)=O"
"TVPUZRRHFOHEPI-UHFFFAOYNA-N,CHEMBL545409,4128,A,5.0,chembl20,122786,9606,MAOA,2549,C12=C(C(=C(C(=C1CCN=C2C)OC)OC)OC)OC"
"UALGAWZECPBKOD-UHFFFAOYNA-N,CHEMBL66979,29253,A,5.7,chembl20,123289,10116,MAOA,2549,S1(C=2C(=CC=CC2C(=O)C)OC=3C1=CC=CC3)(=O)=O"
"TWJRBPVFXFCRNI-VMPITWQZNA-N,CHEMBL1438596,4128,N,4.73,chembl20,979172,9606,MAOA,2549,FC1=CC=C(/C=C/C(=O)C=2OC(=CC2)C)C=C1"
"SNAOTXRYMJSZDV-YHMJCDSINA-N,CHEMBL440488,29253,A,5.96,chembl20,99937,10116,MAOA,2549,N1C2=C(C=CC(=C2)NC=O)C=3C1=CC=CC3"
"SNBCHQYHZKXQQY-QUMJNWNJNA-N,CHEMBL1823812,4128,N,4.89,chembl20,762553,9606,MAOA,2549,N1=CC=C(C=C1)/C=C\2/SC(NC2=O)=O"
"UYRDBRWTLBJCGO-UHFFFAOYNA-N,CHEMBL2204756,4128,A,6.21,chembl20,885406,9606,MAOA,2549,C(C=1C(C#N)=CC(=CC1)SCC=2C=CC(=CC2)Cl)#N"
"UVKHNRVXQGEJFL-UHFFFAOYNA-N,CHEMBL372346,4128,N,4.66,chembl20,332420,9606,MAOA,2549,C1(=C2C(=CC3=C1OC(=O)C(C3)=N)C(=CO2)C)OC"
"VMPOVULYLBHXAO-UHFFFAOYNA-N,CHEMBL555559,4128,N,3.59,chembl20,122786,9606,MAOA,2549,C=12C(=C(C(=C(C1OC)OC)OC)OC)CCN(C2)C"
"VMEAVLRQBIRDKD-UHFFFAOYNA-N,CHEMBL544396,29253,A,5.1,chembl20,123255,10116,MAOA,2549,C(OC1=C2C(C(CC2)N)=CC=C1)(N(CC)C)=O"
"SDLPOZWCCRGUOA-UHFFFAOYNA-N,CHEMBL431712,4128,N,3.8,chembl20,122786,9606,MAOA,2549,C12=C(C(OC)=C(C=C1CCN(C2C)C)OC)OC"
"SGIYPVOUYPFULY-UHFFFAOYNA-N,CHEMBL339107,29253,N,4.3,chembl20,122938,10116,MAOA,2549,C1=2C(=NNC=3C1=CCCC3)C4=CC=CC=C4C2O"
"SERRDYJNYCFWSS-GQCTYLIANA-N,CHEMBL2420791,4128,N,4.52,chembl20,979172,9606,MAOA,2549,C1=CC(=CC(=C1)C(/C=C/C2=CC=C(O2)Br)=O)Cl"
"UUGSPZDEDYQIBI-UHFFFAOYNA-N,CHEMBL193045,29253,A,5.35,chembl20,305534,10116,MAOA,2549,C1(=C(C=C(C(=C1)OC)SCC)OC)CC(NC)CC"
"UTBWUZPIMJPLAC-UHFFFAOYNA-N,CHEMBL2062880,4128,N,3.84,chembl20,832296,9606,MAOA,2549,C=1C=CC2=C(C1OCC3=CC=CC=C3)C(C=CO2)=O"
"XCJHDJAODLKGLG-UHFFFAOYNA-N,CHEMBL365640,4128,A,5.96,chembl20,304820,9606,MAOA,2549,C1(C2=C(C=C(C=C2)O)OC3=C1C=CC=C3)=O"
"XHVFPHBAWNGYKX-UHFFFAOYNA-N,CHEMBL434695,29253,A,6.41,chembl20,123580,10116,MAOA,2549,O1C=2C(=CC=C(C2)COC3=CC=CC=C3)C=CC1=O"
"XHWDHFUBCVWXDZ-UHFFFAOYNA-N,CHEMBL341318,29253,A,5.62,chembl20,305534,10116,MAOA,2549,C1(=C(C=C(C(=C1)OC)SCCC)OC)CC(N)C"
"XFTAKUWHYSISOM-UHFFFAOYNA-N,CHEMBL1645546,4128,A,7.53,chembl20,698696,9606,MAOA,2549,C1=CC=2C(C=C1OCCOC)=NC=3C2C=CNC3C"
"XFTFESMGIFGXLA-VOTSOKGWNA-N,CHEMBL2420784,4128,N,4.62,chembl20,979172,9606,MAOA,2549,C1(=CC(=CC=C1)F)/C=C/C(=O)C=2OC(=CC2)C"
"XJWXAOLJYRMSIM-UHFFFAOYNA-N,CHEMBL123768,4128,A,6.72,chembl20,122928,9606,MAOA,2549,C=1(C=C2C=C(C)C=CC2=CC1O)C(=O)OCC"
"XESIWQIMUSNPRO-UHFFFAOYNA-N,CHEMBL365234,4128,A,5.42,chembl20,304820,9606,MAOA,2549,C1=2C(C=3C=CC=C(C3OC1=CC(=CC2O)O)O)=O"
"XEWIJBLUIQWBRA-UHFFFAOYNA-N,61834439,4128,A,6.67366,pubchem,1152188,9606,MAOA,2549,BrC=1C=C(COC=2C=C3CCCC(=O)C3=CC2)C=CC1"
"WICZKLSUSHVKEQ-UHFFFAOYNA-N,CHEMBL2312490,4128,N,4.0,chembl20,934040,9606,MAOA,2549,C=1C=CC2=C(C1)OC=C(C2=O)C(=O)OCCC"
"WIDLMPSIFONHNH-UHFFFAOYNA-N,CHEMBL66677,29253,A,7.7,chembl20,123289,10116,MAOA,2549,S1(C2=C(C=CC=C2CCO)OC=3C1=CC=CC3)(=O)=O"
"WDZVGELJXXEGPV-AWUAWOGUNA-N,CHEMBL420,4128,A,5.75,chembl20,774648,9606,MAOA,2549,ClC=1C(=C(Cl)C=CC1)/C=N/N=C(N)N"
"VYUCQCYEELXDIN-UHFFFAOYNA-N,CHEMBL1835327,4128,N,4.67,chembl20,772924,9606,MAOA,2549,O1C=2C=CC(=CC2C=C(C1=O)C3=CC=CC=C3O)C"
"WBDQMTSHOJHWHX-YAQRNVERNA-N,CHEMBL1642677,4128,A,5.91,chembl20,699650,9606,MAOA,2549,C1=CC=2C(C(NC2C=C1C3=CC=CC=C3)=O)=O"
"XPQIKGMGTVAKLA-UHFFFAOYNA-N,CHEMBL2048233,29253,N,3.23,chembl20,826182,10116,MAOA,2549,N1(CCC(CC1)C=2C=CC(=CC2)S(C)(=O)=O)CCC"
"XPRJVQZVODKZMT-UHFFFAOYNA-N,CHEMBL339445,29253,N,4.6,chembl20,122938,10116,MAOA,2549,C=12C(=NN=C(C1)C(F)(F)F)C3=CC=CC=C3C2=O"
"XSDQTOBWRPYKKA-DTLMUMOONA-N,CHEMBL945,4128,A,5.41,chembl20,774648,9606,MAOA,2549,C=1(N=C(Cl)C(=NC1N)N)C(N=C(N)N)=O"
"XTGCHRQZDOHQJV-UHFFFAOYNA-N,CHEMBL222673,4128,N,1.0,chembl20,739780,9606,MAOA,2549,N1C=CC=C1CN(C)CCCCC2=CC=CC=C2"
"XZWXQSGFZHRDNB-YHMJCDSINA-N,CHEMBL123609,4128,A,6.0,chembl20,122928,9606,MAOA,2549,C=1(C=C2C=C(Br)C=CC2=CC1O)C(=O)O"
"YEUAIFBNTXGBJH-GQCTYLIANA-N,CHEMBL2420790,4128,N,4.54,chembl20,979172,9606,MAOA,2549,C1=CC(=CC(=C1)C(/C=C/C2=CC=C(O2)Cl)=O)Cl"
"YFUNUMHPGGDDNI-UHFFFAOYNA-N,CHEMBL331290,4128,A,7.54,chembl20,122928,9606,MAOA,2549,C=1(C=C2C=C(N(=O)=O)C=CC2=CC1O)C(=O)Cl"
"WOEGUBDEEHNIKD-YHMJCDSINA-N,46233199,29253,A,5.06148,pubchem,459597,10116,MAOA,2549,S1C(CNC(=O)C1)C2=CC=C(OCCC)C=C2"
"WOEGUBDEEHNIKD-YHMJCDSINA-N,CHEMBL596955,4128,N,4.4,chembl20,610657,9606,MAOA,2549,S1C(CNC(C1)=O)C=2C=CC(=CC2)OCCC"
"WKNDFLNQVKOIBK-UHFFFAOYNA-N,CHEMBL441121,4128,A,5.43,chembl20,304820,9606,MAOA,2549,C1=2C(C3=CC=CC=C3OC1=CC(O)=C(C2O)C)=O"
"WRPFBSLWEKZESU-UHFFFAOYNA-N,CHEMBL185895,4128,N,4.19,chembl20,304820,9606,MAOA,2549,C1=2C(C(=O)C=3C(O1)=CC=CC3)=CC=C(C2OC)O"
"WPSQKSZQTBMLDQ-UHFFFAOYNA-N,CHEMBL151368,29253,N,4.29,chembl20,123120,10116,MAOA,2549,C(OC1=CC(CCN(C)C)=CC=C1)(N(C)C)=O"
"WTJJXQCQGLLXNZ-UHFFFAOYNA-N,CHEMBL2336285,29253,N,3.9,chembl20,948571,10116,MAOA,2549,C1=CC=C(C=C1C(F)(F)F)C2CCN(CC2)CCC"
"YLZONZBOTGMALV-WYUMXYHSNA-N,CHEMBL608436,29253,A,5.03,chembl20,610338,10116,MAOA,2549,O1CCN(CC1)CCCNC(C2=CC=CN=C2Cl)=O"
"YTJOHEUHUVBKSB-XWKXFZRBNA-N,CHEMBL404505,29253,N,4.6,chembl20,540260,10116,MAOA,2549,C=1(C=2OC3=C(C2)C=CC=C3)NCCN1"
"YTLQCSVRMANEOQ-UHFFFAOYNA-N,44590781,29253,A,6.30103,pubchem,395043,10116,MAOA,2549,S(C1=CC2=C(C=C(CC(N)C)C=C2)C=C1)C"
"YTOOMKJALGXNCQ-HCKMINDGNA-N,CHEMBL2018559,29253,N,4.79,chembl20,814309,10116,MAOA,2549,C1=CC(CCCCC(NCCCC)=O)=CC2=C1OCO2"
"YTPRLBGPGZHUPD-SSDOTTSWNA-N,CHEMBL544010,4128,N,4.11,chembl20,122786,9606,MAOA,2549,C=12C=C(C(=CC1CCN[C@@H]2C)O)OC"
"YTPRLBGPGZHUPD-ZETCQYMHNA-N,CHEMBL510708,4128,N,3.8,chembl20,122786,9606,MAOA,2549,C1(=CC=2CCN[C@H](C2C=C1OC)C)O"
"XYKBQKHBJFXZSH-WYUMXYHSNA-N,46233458,29253,A,5.12494,pubchem,459280,10116,MAOA,2549,ClC=1C(C(=O)NCCCN2CCOCC2)=CN=CC1"
"XUJKWTWHRAZVCN-UHFFFAOYNA-N,CHEMBL187178,4128,N,4.69,chembl20,304820,9606,MAOA,2549,C=12C(C3=CC=CC=C3OC1C=C(C=C2OC)OC)=O"
"XUNJRFJLOXYNRL-UHFFFAOYNA-N,CHEMBL364917,29253,A,7.42,chembl20,302385,10116,MAOA,2549,C(C=1N(C=CC1)C)(C(N2CCCCC2)C)=O"
"YHXISWVBGDMDLQ-YAQRNVERNA-N,4235,29253,A,8.30103,pubchem,452241,10116,MAOA,2549,ClC=1C=CC(C(=O)NCCN2CCOCC2)=CC1"
"YHXISWVBGDMDLQ-YAQRNVERNA-N,4235,4128,A,8.30103,pubchem,776660,9606,MAOA,2549,ClC=1C=CC(C(=O)NCCN2CCOCC2)=CC1"
"ZSFVXIXYHJMAHE-UHFFFAOYNA-N,CHEMBL2207498,29253,A,7.74,chembl20,881848,10116,MAOA,2549,N1(CCC(CC1)C2=CC=3C(S2)=CC=CC3)CCC"
"ZTTJBZXILLQBLD-UHFFFAOYNA-N,11708692,4128,A,5.60033,pubchem,260085,9606,MAOA,2549,O(C=1C=2OC=CC2C=C3C1OC(=O)C=C3)CCCN"
"ZRVIDGPXDANAJK-UHFFFAOYNA-N,CHEMBL79541,29253,A,6.7,chembl20,123276,10116,MAOA,2549,S1(C2=C(C=CC(C#N)=C2)OC=3C1=CC=CC3)(=O)=O"
"ZOYQHXXGRVSETB-UHFFFAOYNA-N,CHEMBL68456,29253,A,5.7,chembl20,123290,10116,MAOA,2549,S1C2=C(C=CC=C2CC)C(C=3C1=CC=CC3)=O"
"YYZOZFYDYBTLPQ-UHFFFAOYNA-N,18070083,29253,A,6.74473,pubchem,395043,10116,MAOA,2549,O(C1=CC2=C(C=C(CC(N)C)C=C2)C=C1)C"
"YWVWZOJGNFBRHJ-UHFFFAOYNA-N,CHEMBL144960,29253,N,4.79,chembl20,123580,10116,MAOA,2549,C=12C(=CC(=CC1)OCC3=CC=CC=C3)OC=CC2=O"
"ZDZASCUBDMUTSR-UHFFFAOYNA-N,CHEMBL456013,29253,A,5.47,chembl20,543072,10116,MAOA,2549,C=1C=C(C=CC1OCC2=CC=CC=C2)CC(N)C"
"ZHXIMGYEMBZGOI-UHFFFAOYNA-N,CHEMBL53738,4128,N,3.82,chembl20,612768,9606,MAOA,2549,C=1C=CC=2C(C=C(OC2C1)C3=CC=C(C=C3)F)=O"
"ZLWHHRRZGNHXAQ-UHFFFAOYNA-N,CHEMBL142778,29253,N,4.74,chembl20,122945,10116,MAOA,2549,N1=C(N=NN1CCC#N)C2=CC=C(N(=O)=O)C=C2"
"ZMBDILYCKABPBU-UHFFFAOYNA-N,CHEMBL542266,29253,N,3.0,chembl20,122947,10116,MAOA,2549,C(OC=1C=C2C(CCC2=CC1)N(C)C)(N(C)C)=O"
"ZMORGFKKKAMCBI-WYUMXYHSNA-N,CHEMBL598373,29253,N,4.46,chembl20,610338,10116,MAOA,2549,O1CCN(CC1)CCCNC(C2=CC=CN=C2Br)=O"
"ZEXVYCCERKFSCL-UHFFFAOYNA-N,CHEMBL2207496,29253,A,5.27,chembl20,881848,10116,MAOA,2549,N1(CCC(CC1)C=2C=CC=C3C=CC=CC23)CCC"
"ZEYRNYUCQATYPC-UHFFFAOYNA-N,CHEMBL477846,4128,N,3.82,chembl20,612768,9606,MAOA,2549,C=1(C=CC=2C(C=C(OC2C1)C3=CC=CC=C3)=O)F"
"ZCNRONWKKLYGKC-UHFFFAOYNA-N,CHEMBL1938477,4128,N,3.96,chembl20,799278,9606,MAOA,2549,C1N(CCC=C1)CCC2=CC=C(C(=C2)OC)OC"
"ZVINFTUPZUDNAA-UHFFFAOYNA-N,CHEMBL340952,29253,N,4.23,chembl20,123278,10116,MAOA,2549,C12=CC(C=3C=CC=CC3)=NN=C1CCCC2=O"
"ATDGSQDDAVNPIE-YAQRNVERNA-N,CHEMBL598393,29253,N,4.29,chembl20,610655,10116,MAOA,2549,S1C(CNC(C1)=O)C=2C=CC(=CC2)OCCCC"
"ATDGSQDDAVNPIE-YAQRNVERNA-N,CHEMBL598393,4128,A,5.0,chembl20,610657,9606,MAOA,2549,S1C(CNC(C1)=O)C=2C=CC(=CC2)OCCCC"
"AQASVHPTJNWRJB-FPYGCLRLNA-N,CHEMBL139679,4128,A,5.31,chembl20,497938,9606,MAOA,2549,C1=C(C(=CC=C1O)C(=O)/C=C/C2=CC=C(C=C2)Cl)O"
"ARBMSJKZZZWLOE-WYUMXYHSNA-N,CHEMBL454487,4128,N,0.89,chembl20,739780,9606,MAOA,2549,C1=CC=2C=C(C(=O)NC=3C=CC=CC3)NC2C=C1"
"CAFPZIPDWWVNRP-UHFFFAOYNA-N,CHEMBL545103,29253,A,6.08,chembl20,123084,10116,MAOA,2549,C(OC1=C2C(C(CC2)NCC#C)=CC=C1)(N(CC)C)=O"
"BWNGRRJLFYHENY-UHFFFAOYNA-N,CHEMBL555592,29253,N,3.62,chembl20,123104,10116,MAOA,2549,C(OC=1C=C2C(CCC2NCC#C)=CC1)(N(CCC)C)=O"
"AGRYECBQFAKMGK-UHFFFAOYNA-N,CHEMBL3112600,4128,A,5.71,chembl20,1290768,9606,MAOA,2549,C1(C(=CC=2C=C(C=CC2O1)OCCCC)CNCC)=O"
"ACQQSVLNYFFGER-UHFFFAOYNA-N,CHEMBL554179,29253,A,6.59,chembl20,122956,10116,MAOA,2549,C(OC1=C2C(C(CC2)NCC#C)=CC=C1)(N(C)C)=O"
"ADMMGQSIWCCWJV-YAQRNVERNA-N,834420,4128,A,5.81248,pubchem,612387,9606,MAOA,2549,O(C=1C=C2C(=CC1)C(=O)NC2=O)C3=CC=CC=C3"
"AIECALGLXZTSBK-UHFFFAOYNA-N,76321763,4128,A,7.22257,pubchem,1072637,9606,MAOA,2549,O(CCCCC#C)C1=CC=2OC(=O)C=C(C2C=C1)C"
"ABDIJUBDZNYCOU-UHFFFAOYNA-N,CHEMBL1945158,4128,A,5.95,chembl20,802204,9606,MAOA,2549,C1(OCC2=CC(=CC=C2)C)=CC=C3C(=C1)C(C=CO3)=O"
"BLTHVQIXWXRMGX-UHFFFAOYNA-N,71559781,4128,A,5.97469,pubchem,751624,9606,MAOA,2549,O1C=C2C(C=C(OCC3=CC=C(C=C3)C)C=C2)=C1O"
"BLXXJMDCKKHMKV-UHFFFAOYNA-N,4409,4128,A,6.00087,pubchem,625150,9606,MAOA,2549,O(C1=CC2=C(C=C(CCC(=O)C)C=C2)C=C1)C"
"BMJHUNBHMOGRSW-UHFFFAOYNA-N,57379982,4128,A,6.59346,pubchem,644756,9606,MAOA,2549,O(C=1C=C2C(OC=CC2=O)=CC1)CC3=CC(=CC=C3)C#N"
"BOHLONAPEIKTQR-UHFFFAOYNA-N,CHEMBL2417757,4128,A,5.55,chembl20,979034,9606,MAOA,2549,C=1C=CC(=CC1)C2=NN(C(C2)C3=CC=CC=C3F)C"
"BNPSDTRXYVPPCU-JHVZOGCYNA-N,CHEMBL596971,29253,A,6.37,chembl20,610338,10116,MAOA,2549,C(C1=CC=C(N=C1)O)(=O)NCCN2CCOCC2"
"BNRXERZZOCTDMX-YAQRNVERNA-N,CHEMBL589770,29253,A,7.08,chembl20,610338,10116,MAOA,2549,C(=O)(NCCN1CCOCC1)C=2C=C(C(=NC2)Cl)Cl"
"BKUHJOAMVIUYJY-UHFFFAOYNA-N,CHEMBL121752,4128,A,6.59,chembl20,122928,9606,MAOA,2549,C=1(C=C2C=C(N(=O)=O)C=CC2=CC1O)C(=O)OCC"
"CPQGDUSUZAWNHC-QINSGFPZNA-N,CHEMBL347197,4128,A,5.67,chembl20,100063,9606,MAOA,2549,N1(C\2=C(CC/C2=N/CC)C=3C1=CC=CC3)C"
"BTDOTMXJSMYAQX-NMHRWYTENA-N,62705458,4128,A,5.92082,pubchem,672470,9606,MAOA,2549,BrC=1C=C2C(C=NC2=CC1)=CC=3NC(=NC3O)NC"
"CHSZKFGULGMYEB-UHFFFAOYNA-N,CHEMBL542095,4128,N,4.77,chembl20,122786,9606,MAOA,2549,C1(=C(C(=C(C=2C1=C(N=CC2)C)OC)OC)OC)OC"
"CFXQYGGGAWTMSR-UHFFFAOYNA-N,CHEMBL435101,4128,N,4.62,chembl20,304820,9606,MAOA,2549,C1(C2=C(C(C)=CC=C2OC)OC=3C1=CC(=CC3O)OC)=O"
"DCMDYGNRKSKOEP-YHSKDTNENA-N,62707562,4128,A,5.21417,pubchem,672470,9606,MAOA,2549,BrC=1C=2N=CC(C2C=CC1)=CC=3N(C(=NC3O)N)C"
"DCRKDHSIGPCQFG-UHFFFAOYNA-N,CHEMBL173436,4128,N,0.01,chembl20,739780,9606,MAOA,2549,C=1(C(N(CC2=CC(F)=CC=C2)C)=O)N(C=CC1)C"
"DCTUFQYGQXNTDR-UHFFFAOYNA-N,CHEMBL2062881,4128,N,4.28,chembl20,832296,9606,MAOA,2549,C=1C=CC2=C(C1OCC3=CC=C(C=C3)Br)C(C=CO2)=O"
"DDQHPTIHOOJDCZ-UHFFFAOYNA-N,CHEMBL1927674,4128,A,5.03,chembl20,792694,9606,MAOA,2549,O=C1N(C)C(C=2N(C)C(=NC2N1C)SC3CCCC3)=O"
"CTVBCENVOGUCID-YGPBECBDNA-N,CHEMBL2058410,4128,A,5.71,chembl20,829593,9606,MAOA,2549,C1(=NC(=C(N1C)O)C=C2C=NC3=CC=CC=C23)N"
"CTEJFLVANVVPLM-UHFFFAOYNA-N,CHEMBL3113646,4128,A,5.35,chembl20,1290768,9606,MAOA,2549,C1(C(=CC=2C=C(C=CC2O1)OC)CN3CCCC3)=O"
"CZBTUGZPGBQGNS-JLGFQASFNA-N,CHEMBL127437,29253,N,4.79,chembl20,123278,10116,MAOA,2549,N=1C(=C2C=C(C3=CC=CC=C3)N=NC2=NC1O)O"
"ANGQKVUVXCBQRC-UHFFFAOYNA-N,CHEMBL202218,4128,N,4.67,chembl20,332420,9606,MAOA,2549,C=1C(=CC(OC)=C2C1OC(C=C2C)=O)OC3C(CCCC3)=O"
"ANTKBACNWQHQJE-UHFFFAOYNA-N,CHEMBL1242950,4128,A,6.0,chembl20,659587,9606,MAOA,2549,C1(CCCC)CCN(CCCC(C=2C(=CC=CC2)C)=O)CC1"
"AMVFOTPBMAVZIH-UHFFFAOYNA-N,CHEMBL214255,29253,A,6.35,chembl20,381432,10116,MAOA,2549,C1=C(OS(C2=CC=CC=C2)(=O)=O)C=C3C(=C1)C=CC(=O)O3"
"BDICMOPHYLCJBP-UHFFFAOYNA-N,CHEMBL354971,4128,N,0.75,chembl20,739780,9606,MAOA,2549,C=1(C(N(CC2=C(F)C=CC=C2)C)=O)N(C=CC1)C"
"FXYBBYKBXIOIEH-SSZFMOIBNA-N,CHEMBL348083,4128,N,4.51,chembl20,100063,9606,MAOA,2549,C=1\2N(C3=CC=CC=C3C1CC/C2=N/C(C)C)C"
"FTIBVIJLMWPTEQ-ONEBHTEUNA-N,73352167,4128,N,,pubchem,761814,9606,MAOA,2549,S1C(N/N=C(/C2=NC=CC=C2)\C)=NC(=C1)C"
"FYCMOVNYZGSAEB-SOFGYWHQNA-N,CHEMBL1963386,4128,N,3.82,chembl20,946071,9606,MAOA,2549,C1(=CC(=C(C=C1)O)C(=O)/C=C/C2=CC=CC=C2)F"
"FYPOTYLIWKCAML-UHFFFAOYNA-N,701943,4128,A,8.42251,pubchem,409942,9606,MAOA,2549,O1C2=C(C3=CCCCC3C1=O)C=CC(OCC(=O)C)=C2C"
"GCBZJZQLVULVJT-WYUMXYHSNA-N,CHEMBL2058695,4128,A,5.91,chembl20,829593,9606,MAOA,2549,C1(=NC(=C(N1)C=C2C=NC=3C=CC(=CC23)Br)O)S"
"FRLDTUABMSTGEB-UHFFFAOYNA-N,CHEMBL186020,4128,N,4.51,chembl20,304820,9606,MAOA,2549,C12=C(C(=O)C=3C(O1)=CC=CC3)C=CC(=C2OC)OC"
"DOXBWXKGIMEZIZ-YGPBECBDNA-N,CHEMBL1173525,4128,N,4.91,chembl20,829593,9606,MAOA,2549,C1(=C(N(C(=N1)N)C)C=C2C=NC=3C=CC=CC32)O"
"DQDVXWDPBUNBQZ-UHFFFAOYNA-N,CHEMBL44487,29253,N,3.58,chembl20,123446,10116,MAOA,2549,N1(C=C(CNCC)C2=C1C=CC=C2)CC=3C=CC=CC3"
"DQJVMVFZKQDMNM-UHFFFAOYNA-N,CHEMBL193215,29253,A,5.85,chembl20,305534,10116,MAOA,2549,C1(=C(C=C(C(=C1)OC)SCCC)OC)CC(NC)CC"
